"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"AG.LND.AGRI.ZS","Tierras agrícolas (% del área de tierra)","Se denomina tierra agrícola a la porción del área de tierra cultivable, afectada a  cultivo permanente y a pradera permanente. La tierra cultivable incluye aquellos terrenos definidos por la FAO como afectados a cultivos temporales (las zonas de doble cosecha se cuentan una sola vez), los prados temporales para segar o para pasto, las tierras cultivadas como huertos comerciales o domésticos, y las tierras temporalmente en barbecho. Se excluyen las tierras abandonadas a causa del cultivo migratorio. La tierra destinada a cultivos permanentes es aquella en que se siembran cultivos que ocupan la tierra durante períodos prolongados y que no necesitan replantarse tras cada cosecha, como el cacao, el café y el caucho. En esta categoría se incluyen los terrenos con arbustos de flores, árboles frutales, árboles de frutos secos y vides, pero se excluyen aquellos donde se siembran árboles para obtener madera o madera de construcción. Las praderas permanentes son los terrenos que se explotan durante cinco o más años para forraje, ya se trate de especies naturales o cultivadas.","Organización de las Naciones Unidas para la Agricultura y la Alimentación, archivos electrónicos y sitio web.",
"AG.LND.AGRI.K2","Tierras agrícolas (kilómetros cuadrados)","Se denomina tierra agrícola a la porción del área de tierra cultivable, afectada a  cultivo permanente y a pradera permanente. La tierra cultivable incluye aquellos terrenos definidos por la FAO como afectados a cultivos temporales (las zonas de doble cosecha se cuentan una sola vez), los prados temporales para segar o para pasto, las tierras cultivadas como huertos comerciales o domésticos, y las tierras temporalmente en barbecho. Se excluyen las tierras abandonadas a causa del cultivo migratorio. La tierra destinada a cultivos permanentes es aquella en que se siembran cultivos que ocupan la tierra durante períodos prolongados y que no necesitan replantarse tras cada cosecha, como el cacao, el café y el caucho. En esta categoría se incluyen los terrenos con arbustos de flores, árboles frutales, árboles de frutos secos y vides, pero se excluyen aquellos donde se siembran árboles para obtener madera o madera de construcción. Las praderas permanentes son los terrenos que se explotan durante cinco o más años para forraje, ya se trate de especies naturales o cultivadas.","Organización de las Naciones Unidas para la Agricultura y la Alimentación, archivos electrónicos y sitio web.",
"AG.CON.FERT.ZS","Consumo de fertilizantes (kilogramos por hectárea de tierras cultivables)","El consumo de fertilizantes (100 gramos por hectárea de tierra cultivable) mide la cantidad de elementos nutritivos de las plantas por unidad de tierra cultivable. Los productos fertilizantes abarcan los fertilizantes nitrogenados, el abono potásico y los fertilizantes fosfatados (por ejemplo, la fosforita molida). No se incluyen los nutrientes tradicionales (abono animal y vegetal). Con el fin de difundir los datos, la FAO ha adoptado el concepto de año civil (enero a diciembre). Algunos países compilan datos de fertilizantes según el año civil, mientras que otros lo hacen de acuerdo con el año dividido. La tierra cultivable incluye aquellos terrenos definidos por la FAO como afectados a cultivos temporales (las zonas de doble cosecha se cuentan una sola vez), los prados temporales para segar o para pasto, las tierras cultivadas como huertos comerciales o domésticos, y las tierras temporalmente en barbecho. Se excluyen las tierras abandonadas a causa del cultivo migratorio.","Organización de las Naciones Unidas para la Agricultura y la Alimentación, archivos electrónicos y sitio web.",
"AG.CON.FERT.PT.ZS","Consumo de fertilizantes (% de producción de fertilizantes)","El consumo de fertilizantes mide la cantidad de elementos nutritivos para plantas que se emplea por unidad de tierra cultivable. Los productos fertilizantes abarcan los fertilizantes nitrogenados, el abono potásico y los fertilizantes fosfatados (por ejemplo, la fosforita molida). No se incluyen los nutrientes tradicionales (abono animal y vegetal). Con el fin de difundir los datos, la FAO ha adoptado el concepto de año civil (enero a diciembre). Algunos países compilan datos de fertilizantes según el año civil, mientras que otros lo hacen de acuerdo con el año dividido.","Organización de las Naciones Unidas para la Agricultura y la Alimentación, archivos electrónicos y sitio web.",
"AG.AGR.TRAC.NO","Maquinaria agrícola, tractores","El término maquinaria agrícola se refiere a la cantidad de tractores de oruga y de ruedas (excluidos los motocultivadores) que se encuentran en uso en la agricultura al finalizar el año calendario especificado o durante el primer trimestre del año siguiente.","Organización de las Naciones Unidas para la Agricultura y la Alimentación, archivos electrónicos y sitio web.",
"SP.POP.SCIE.RD.P6","Investigadores dedicados a investigación y desarrollo (por cada millón de personas)","Los investigadores dedicados a investigación y desarrollo son profesionales que se dedican al diseño o creación de nuevos conocimientos, productos, procesos, métodos o sistemas, y a la gestión de los proyectos correspondientes. Se incluyen los estudiantes de doctorados (nivel 6 de la CINE 97 ) dedicados a investigación y desarrollo.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"SP.POP.GROW","Crecimiento de la población (% anual)","Annual population growth rate for year t is the exponential rate of growth of midyear population from year t-1 to t, expressed as a percentage . Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","Derivado de la población total.  Fuente de la población: (1) División de Población de las Naciones Unidas.  2009. Perspectivas de la población mundial: Revisión de 2008. Nueva York, Naciones Unidas, Departamento de Asuntos Económicos y Sociales (cuadros de Excel avanzados). Disponible en http://esa.un.org/unpd/wpp2008/index.htm, (2) Informes de censos y otras publicaciones de estadísticas de oficinas nacionales de estadística, (3) Eurostat: Estadísticas Demográficas, (4) Secretaría de la Comunidad del Pacífico: Programa de Estadísticas y Demografía, (5) Oficina de Censos de los Estados Unidos: Base Internacional de Datos y (6) Estimaciones del Banco Mundial basadas en los datos de las fuentes mencionadas más arriba, encuestas de hogares realizadas por agencias nacionales, Macro International, Centros de Control y Prevención de Enfermedades de los Estados Unidos y estadísticas sobre refugiados del Alto Comisionado de las Naciones Unidas para los Refugiados.",
"SP.POP.DPND.YG","Tasa de inactividad por edades, personas menores de 15 años (% de la población en edad de trabajar)","La tasa de inactividad por edad (menores) es la relación entre las personas dependientes más jóvenes, menores de 15, y la población en edad de trabajar, entre 15 y 64. Los datos se muestran como la proporción de personas dependientes por 100 personas en edad de trabajar.","Estimaciones del personal del Banco Mundial sobre la base de la distribución por edades de las Previsiones Demográficas Mundiales de la División de Población de las Naciones Unidas.",
"SP.POP.DPND.OL","Tasa de inactividad por edades, personas de 65 años y más (% de la población en edad de trabajar)","La tasa de inactividad por edad (mayores) es la relación entre las personas dependientes de la tercera edad, mayores de 64, y la población en edad de trabajar, entre 15 y 64 años. Los datos se muestran como la proporción de personas dependientes por 100 personas en edad de trabajar.","Estimaciones del personal del Banco Mundial sobre la base de la distribución por edades de las Previsiones Demográficas Mundiales de la División de Población de las Naciones Unidas.",
"SP.POP.DPND","Tasa de inactividad por edades (% de la población en edad de trabajar)","La tasa de inactividad por edad es la relación entre las personas dependientes, menores de 15 o mayores de 64 años, y la población en edad de trabajar, entre 15 y 64 años. Los datos se muestran como la proporción de personas dependientes por 100 personas en edad de trabajar.","Estimaciones del personal del Banco Mundial sobre la base de la distribución por edades de las Previsiones Demográficas Mundiales de la División de Población de las Naciones Unidas.",
"SP.POP.BRTH.MF","Proporción de sexos al nacer (mujeres cada 1000 hombres)","Proporción de sexos al nacer (mujeres cada 1000 hombres)","Estimaciones del Banco Mundial usando las Perspectivas de población de la Organización de Naciones Unidas ",
"SP.POP.80UP.MA.5Y","Población de 80 años en adelante, varones (% de la población masculina)","Male population between the ages 80 and above as a percentage of the total male population.","Estimaciones del personal del Banco Mundial sobre la base de la distribución por edades/sexo de las Previsiones Demográficas Mundiales de la División de Población de las Naciones Unidas.",
"SP.POP.80UP.FE.5Y","Población de 80 años en adelante, mujeres (% de la población femenina)","Female population between the ages 80 and above as a percentage of the total female population.","Estimaciones del personal del Banco Mundial sobre la base de la distribución por edades/sexo de las Previsiones Demográficas Mundiales de la División de Población de las Naciones Unidas.",
"SP.POP.7579.MA.5Y","Población de 75 a 79 años, varones (% de la población masculina)","Male population between the ages 75 to 79 as a percentage of the total male population.","Estimaciones del personal del Banco Mundial sobre la base de la distribución por edades/sexo de las Previsiones Demográficas Mundiales de la División de Población de las Naciones Unidas.",
"SP.POP.7579.FE.5Y","Población de 75 a 79 años, mujeres (% de la población femenina)","Female population between the ages 75 to 79 as a percentage of the total female population.","Estimaciones del personal del Banco Mundial sobre la base de la distribución por edades/sexo de las Previsiones Demográficas Mundiales de la División de Población de las Naciones Unidas.",
"SP.POP.7074.MA.5Y","Población de 70 a 74 años, varones (% de la población masculina)","Male population between the ages 70 to 74 as a percentage of the total male population.","Estimaciones del personal del Banco Mundial sobre la base de la distribución por edades/sexo de las Previsiones Demográficas Mundiales de la División de Población de las Naciones Unidas.",
"SP.POP.7074.FE.5Y","Población de 70 a 74 años, mujeres (% de la población femenina)","Female population between the ages 70 to 74 as a percentage of the total female population.","Estimaciones del personal del Banco Mundial sobre la base de la distribución por edades/sexo de las Previsiones Demográficas Mundiales de la División de Población de las Naciones Unidas.",
